loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,purpose,dti,loan_status
22357,36 months,15.9339482542814,296.86273426747437,E,1-3 years,MORTGAGE,126719,debt_consolidation,26.242309489696982,Charged Off
12969,60 months,9.638941922319509,104.1728648254681,G,< 1 year,RENT,143099,credit_card,22.122943242813665,Charged Off
3869,36 months,12.818119918110293,41.32775496930727,D,1-3 years,MORTGAGE,98002,credit_card,7.585122020708678,Charged Off
29643,36 months,16.88952670372346,417.21353339872877,F,1-3 years,MORTGAGE,62614,small_business,2.0185383876454366,Fully Paid
25736,36 months,14.935337177183388,320.3131979933264,E,3-5 years,OTHER,32720,debt_consolidation,8.03991800653134,Charged Off
39467,60 months,24.755710404297744,814.1946854386825,F,1-3 years,OTHER,77608,credit_card,27.36624710344577,Fully Paid
24328,36 months,7.728795051134663,156.68843833667006,C,3-5 years,MORTGAGE,127449,car,18.99536024687317,Fully Paid
26876,60 months,18.902891080951875,423.3617505763855,G,5-10 years,OTHER,122828,home_improvement,21.631639826936155,Charged Off
22295,60 months,13.086375362085843,243.1339489147532,D,3-5 years,OWN,146613,credit_card,7.714570533272875,Fully Paid
4987,36 months,13.563992298512295,56.369691327234015,E,10+ years,OTHER,92095,debt_consolidation,21.581644667244607,Fully Paid
23399,36 months,19.351955313163526,377.3470019772612,A,< 1 year,OTHER,125924,credit_card,0.8436451883377127,Fully Paid
34986,36 months,18.84872302648739,549.5345198372398,D,5-10 years,OTHER,104694,home_improvement,11.259640373190415,Fully Paid
21880,60 months,24.825119874043764,452.64468570339795,A,5-10 years,OTHER,116452,debt_consolidation,18.802600456269936,Charged Off
5735,36 months,7.567885789082505,36.16818750032347,F,10+ years,RENT,107593,small_business,4.382896966239606,Fully Paid
5555,60 months,7.082192987683326,32.784651705484066,B,3-5 years,RENT,55892,debt_consolidation,24.690107233408042,Charged Off
20830,60 months,19.48677634257482,338.2579593465279,D,< 1 year,RENT,126975,small_business,7.0509389643575595,Fully Paid
18429,36 months,16.56773834012818,254.4390415585185,F,3-5 years,MORTGAGE,97242,debt_consolidation,19.568433384553387,Fully Paid
7893,36 months,10.483213331196117,68.95333568594246,A,1-3 years,MORTGAGE,136041,home_improvement,12.15591427725989,Fully Paid
15373,60 months,6.588387379779732,84.40273265779486,C,3-5 years,OWN,146202,home_improvement,17.881307864329415,Fully Paid
4436,60 months,6.713164991928611,24.816333253496097,C,5-10 years,RENT,97606,debt_consolidation,3.223516578867244,Fully Paid
9754,60 months,22.883817493282365,186.0072965245635,B,< 1 year,MORTGAGE,143769,credit_card,0.5073839976482197,Charged Off
11677,36 months,8.837346494374858,85.99474584567935,D,3-5 years,OTHER,138542,home_improvement,27.286932821409035,Charged Off
6895,60 months,11.467431242310415,65.88994867977526,D,< 1 year,OTHER,126438,small_business,8.088900263015484,Charged Off
20738,36 months,9.53312804453976,164.74834115638797,D,< 1 year,RENT,20924,small_business,24.590310083413772,Charged Off
31746,60 months,12.099926116638747,320.10354541567807,F,1-3 years,OWN,71322,car,29.980509014166007,Charged Off
33352,60 months,6.388476854921867,177.55706672112845,G,1-3 years,OWN,46478,small_business,6.342937739967335,Fully Paid
6600,36 months,15.381195818165407,84.59657699990974,G,5-10 years,OTHER,91042,car,7.955122235500668,Charged Off
30124,60 months,6.352251271844298,159.46268109419802,B,10+ years,OWN,66418,debt_consolidation,19.88579362903997,Fully Paid
28643,36 months,21.007130156447232,501.4226908925984,D,< 1 year,RENT,82217,debt_consolidation,28.963459038018637,Fully Paid
10007,36 months,9.67424163820866,80.67511339462838,F,10+ years,OTHER,120699,debt_consolidation,27.47443044572232,Fully Paid
38410,60 months,15.800238292090212,505.73929399932086,C,5-10 years,MORTGAGE,110140,credit_card,15.086265601967547,Fully Paid
9208,36 months,22.601581751229165,173.42947063776512,A,< 1 year,MORTGAGE,100846,credit_card,23.85330847580174,Fully Paid
19589,36 months,18.01754738094388,294.1214463710914,F,< 1 year,OWN,93762,car,4.072375592997032,Charged Off
18453,60 months,15.659155731026706,240.79866725386316,G,10+ years,OTHER,31781,small_business,29.32314552612037,Fully Paid
37212,36 months,11.486675062307512,356.20179368215594,G,3-5 years,OTHER,25515,small_business,28.930597021079596,Fully Paid
33635,36 months,11.660038261163958,326.82115576187476,C,1-3 years,MORTGAGE,137358,debt_consolidation,4.911868736375129,Fully Paid
34828,36 months,18.3897391039638,533.7315279273761,C,3-5 years,OTHER,56133,home_improvement,8.982693744093199,Fully Paid
19711,60 months,24.88278722442335,408.72051581717386,A,10+ years,OTHER,102508,credit_card,3.004649925203008,Fully Paid
4420,36 months,18.236783796987574,67.17215365223757,C,1-3 years,OTHER,117628,credit_card,8.151527966945391,Fully Paid
32216,60 months,16.1556683474005,433.7258428998787,B,3-5 years,OWN,96946,debt_consolidation,24.4786736824562,Fully Paid
1301,60 months,19.61301020478492,21.263771897020984,A,1-3 years,OTHER,105058,credit_card,11.349468214957785,Fully Paid
1699,36 months,14.304112245674363,20.252238921167287,C,< 1 year,RENT,29095,debt_consolidation,2.6519090144027513,Charged Off
1190,36 months,6.202846852015704,6.15115646158224,E,3-5 years,OWN,108583,car,10.266765743367136,Charged Off
11492,36 months,16.245936317558197,155.581916801149,F,1-3 years,OTHER,40470,small_business,29.441500027238405,Fully Paid
36743,60 months,24.152505690107603,739.5295971430197,C,1-3 years,OTHER,63129,home_improvement,18.890507857776086,Fully Paid
7102,36 months,8.506058847153193,50.34169161040165,B,1-3 years,RENT,28531,small_business,12.484828392184733,Fully Paid
20778,36 months,18.800097816413313,325.5236936911965,D,3-5 years,OWN,57038,small_business,4.9961554049181,Charged Off
27641,36 months,9.01867377318113,207.73763480374967,C,5-10 years,MORTGAGE,107939,car,29.585303918510842,Fully Paid
35584,36 months,15.716553689461625,466.0482054048353,G,3-5 years,MORTGAGE,62674,credit_card,24.625470277893864,Fully Paid
33745,36 months,6.933528992934392,194.97661322214256,G,10+ years,OWN,147572,home_improvement,8.444319073527582,Charged Off
24093,60 months,14.007418725163703,281.23394945447427,G,3-5 years,OTHER,114658,credit_card,2.1020608716356834,Fully Paid
1569,60 months,20.12326657790492,26.311171050610685,D,1-3 years,OTHER,102476,small_business,1.698766721326741,Fully Paid
39210,36 months,11.951430484779642,390.5129910901748,G,< 1 year,MORTGAGE,49831,debt_consolidation,3.611344485166015,Fully Paid
35663,36 months,18.29823448974436,543.8082805064608,E,3-5 years,MORTGAGE,77174,small_business,17.42305750843265,Charged Off
37631,36 months,20.908999215794584,655.688791241305,C,3-5 years,MORTGAGE,31279,credit_card,27.862902636164772,Charged Off
8455,36 months,23.543556389589053,165.88397439497956,G,1-3 years,RENT,58220,small_business,14.902302840179534,Charged Off
5014,60 months,9.69284163710907,40.49992330705407,A,< 1 year,MORTGAGE,80610,debt_consolidation,25.288364473685913,Fully Paid
12093,36 months,12.986318316186162,130.86962283136606,D,< 1 year,RENT,72719,car,13.376598595794235,Fully Paid
19070,60 months,8.048320266608348,127.90122290351768,E,10+ years,OWN,144936,credit_card,21.257506373034758,Charged Off
36777,60 months,24.849670043167503,761.5802626479762,A,3-5 years,OTHER,73051,small_business,21.956182118595024,Charged Off
17538,36 months,23.540019358485907,344.0373829242715,A,< 1 year,MORTGAGE,92013,credit_card,5.21891117710016,Fully Paid
11729,60 months,15.799142605611191,154.42345301767804,A,< 1 year,OTHER,76652,car,10.836481769274354,Charged Off
35177,60 months,21.840665887528424,640.2409199379895,A,5-10 years,OTHER,85524,small_business,19.11906469614072,Fully Paid
1784,60 months,15.419159545440843,22.923150524222056,C,5-10 years,MORTGAGE,102936,small_business,2.1208982455309853,Fully Paid
28751,60 months,17.471713760055195,418.6077019294558,G,< 1 year,MORTGAGE,26470,credit_card,10.846205632888697,Fully Paid
13533,36 months,6.782488642320333,76.48951566376756,F,10+ years,OWN,87598,credit_card,16.043983988435773,Fully Paid
6801,36 months,20.10540840993616,113.94740216331319,C,< 1 year,RENT,61798,debt_consolidation,29.88673479133916,Charged Off
20190,60 months,7.554269672704697,127.10058724325653,C,1-3 years,RENT,144517,car,14.236006878673223,Fully Paid
39754,36 months,21.521352605050566,712.9665428843168,E,3-5 years,OTHER,73473,debt_consolidation,24.48170271342971,Fully Paid
30592,36 months,20.640561753407717,526.1967209668741,E,10+ years,MORTGAGE,39880,small_business,12.962018551998533,Charged Off
11647,36 months,19.174893954859527,186.10832491020744,G,1-3 years,OWN,120117,credit_card,23.891721678591267,Charged Off
9716,36 months,5.723207610495242,46.338904286309806,F,10+ years,OWN,64439,small_business,17.86244404860325,Fully Paid
24355,36 months,11.062567118906571,224.5240184841413,E,1-3 years,OWN,140944,small_business,26.59786324507195,Fully Paid
23009,60 months,10.262251398216858,196.77011868464308,G,3-5 years,OWN,34308,home_improvement,12.328276570503297,Fully Paid
25376,36 months,12.202728149430381,258.04702459995445,G,3-5 years,OWN,111563,home_improvement,18.129132594644368,Fully Paid
5780,36 months,6.752854935276771,32.526251271583114,B,5-10 years,RENT,116256,small_business,18.900560418564822,Charged Off
3368,36 months,23.739156460621256,66.62789913281033,F,1-3 years,RENT,55081,credit_card,12.5214882540142,Charged Off
13039,36 months,16.076044814247524,174.67962361081126,E,5-10 years,RENT,95242,small_business,4.329361310624446,Fully Paid
7655,60 months,11.11048621316047,70.87564330145283,F,1-3 years,MORTGAGE,70383,home_improvement,2.8067822073700666,Fully Paid
5495,60 months,12.939630341485667,59.25272393871978,C,5-10 years,OTHER,29837,credit_card,0.500146517988993,Fully Paid
11893,60 months,13.944050810096712,138.19716357040016,C,3-5 years,OWN,124135,small_business,26.206027927356438,Charged Off
26547,60 months,17.011886667212345,376.3454627954051,F,10+ years,MORTGAGE,72151,car,7.094247367160836,Fully Paid
23386,36 months,15.313588553929955,298.4363182685049,B,5-10 years,OWN,138128,car,6.345202478453041,Fully Paid
14403,60 months,23.387839464288348,280.7125431701209,B,1-3 years,RENT,56824,small_business,22.081062012781967,Fully Paid
33097,36 months,14.939269658116604,412.03750656223775,F,1-3 years,MORTGAGE,53073,credit_card,9.600483392621753,Fully Paid
14121,36 months,24.84316029646625,292.3418887886666,E,3-5 years,RENT,132651,small_business,15.181340772355098,Fully Paid
11966,36 months,22.028499154901915,219.66085073963026,D,1-3 years,OWN,117624,small_business,4.875331958923689,Fully Paid
34621,36 months,9.170210287146716,264.56820862608873,B,< 1 year,OWN,113648,home_improvement,28.792371643859077,Charged Off
29312,36 months,23.611904292878325,576.7601155273745,A,10+ years,OTHER,46299,car,25.547442000517123,Charged Off
23677,60 months,7.327327957709522,144.57428671224028,C,5-10 years,OWN,119993,home_improvement,25.9136886889501,Charged Off
32289,60 months,21.348994169823833,574.4480606245347,F,10+ years,RENT,78861,home_improvement,12.203212457160156,Fully Paid
32024,60 months,12.6124658695316,336.58467250489997,A,3-5 years,OWN,50063,small_business,22.870836411215183,Fully Paid
5777,60 months,22.55948640890139,108.60512748685277,F,5-10 years,OTHER,89453,home_improvement,4.3162846616934045,Fully Paid
30749,36 months,22.361133802149006,572.9854194018998,G,5-10 years,OTHER,141768,car,0.25857007775340834,Fully Paid
16338,60 months,21.118508002352424,287.52848645202823,C,< 1 year,RENT,143299,home_improvement,0.5991879773408437,Charged Off
3491,36 months,20.800608726141228,60.512437552465855,C,3-5 years,MORTGAGE,88472,car,17.598052122136814,Fully Paid
28236,60 months,11.093582781960816,261.032002859538,B,1-3 years,OWN,122166,home_improvement,13.661847157438224,Fully Paid
15599,36 months,6.6183856610250436,86.03349827194137,B,< 1 year,OTHER,34506,car,15.540460467255592,Charged Off
20508,36 months,13.059603575303228,223.18862510193216,A,< 1 year,OWN,114341,home_improvement,0.22389421251658215,Charged Off
4051,60 months,8.470490299730173,28.594963503505777,G,10+ years,OWN,99854,home_improvement,12.680598589722772,Fully Paid
22606,36 months,18.899021778049235,356.02607192881754,F,10+ years,MORTGAGE,133604,credit_card,21.542044836025823,Fully Paid
22699,36 months,11.921994530755711,225.51446154468658,G,10+ years,OTHER,46026,car,13.280811059023076,Fully Paid
1876,60 months,24.512204017198297,38.320745613553335,C,< 1 year,OWN,47672,car,21.966576189366666,Fully Paid
33093,36 months,17.81944154690664,491.4156492598178,A,1-3 years,OTHER,58417,car,6.9905689319050435,Fully Paid
5142,60 months,21.449611272687218,91.91158430346474,D,5-10 years,RENT,72413,debt_consolidation,24.394260134451763,Fully Paid
16202,60 months,7.650493454836969,103.29441246272381,A,10+ years,RENT,144044,home_improvement,17.65293721360357,Charged Off
8079,60 months,22.24028964545245,149.73275003800862,E,1-3 years,OWN,85066,car,6.322892982897187,Fully Paid
8987,36 months,23.455143810267888,175.65948118573124,A,3-5 years,OTHER,79213,debt_consolidation,7.101614275614988,Fully Paid
29940,36 months,14.741238376378718,367.793897490649,G,10+ years,OWN,70971,credit_card,18.84091393708611,Fully Paid
38233,36 months,17.12505875501955,545.6186428172186,E,5-10 years,OTHER,47281,car,24.8981877963733,Fully Paid
18019,60 months,20.29619601805991,304.76429670785126,E,3-5 years,OTHER,133978,car,12.468833460874656,Charged Off
19077,36 months,8.496772545208252,135.07744153744818,E,3-5 years,MORTGAGE,48091,debt_consolidation,7.749012873827766,Fully Paid
27258,60 months,15.051321529268849,341.8907685373419,D,5-10 years,MORTGAGE,70494,home_improvement,26.010348207318014,Fully Paid
22136,60 months,12.973260555446263,239.31341304613207,A,10+ years,MORTGAGE,123864,credit_card,20.078048752525046,Fully Paid
9311,36 months,7.927479843244982,61.51063735037835,G,< 1 year,OWN,133755,car,13.442564618492295,Charged Off
18214,60 months,12.35068844583063,187.4628661269659,A,5-10 years,MORTGAGE,38610,home_improvement,14.637005858379055,Fully Paid
15098,36 months,6.363446187709871,80.06275878503637,D,5-10 years,MORTGAGE,21079,credit_card,6.127694038091892,Charged Off
29251,36 months,5.51623813898974,134.46290150299075,C,5-10 years,RENT,115386,small_business,18.804078901945317,Fully Paid
38945,36 months,7.703325783096455,250.00501885224284,B,3-5 years,OTHER,66751,small_business,10.76227531628666,Fully Paid
26945,36 months,24.262302231783476,544.7897780295048,G,1-3 years,OTHER,106126,credit_card,29.869355300230477,Fully Paid
26316,36 months,15.99059071790034,350.6736544435544,G,< 1 year,MORTGAGE,75432,debt_consolidation,14.405505457856636,Charged Off
33217,60 months,24.3164432230644,673.0994121171085,A,10+ years,OTHER,50951,credit_card,14.576568185688396,Charged Off
9308,60 months,13.64995756660264,105.87817085828112,B,10+ years,RENT,100863,credit_card,16.975553622320156,Fully Paid
6949,60 months,11.236322661705191,65.06767181349115,F,1-3 years,RENT,98291,debt_consolidation,27.5026800935624,Fully Paid
2150,36 months,15.122837256804882,27.095083418442083,F,5-10 years,MORTGAGE,145659,debt_consolidation,24.02454299579251,Fully Paid
24944,36 months,13.790233772658203,286.65299268765517,D,< 1 year,RENT,79872,home_improvement,13.533902093935243,Fully Paid
35699,36 months,7.113293685234878,211.61455939099994,F,10+ years,OTHER,27235,home_improvement,21.56097797918388,Fully Paid
10204,60 months,17.816526293804124,151.4998619183144,G,10+ years,OWN,102733,debt_consolidation,17.58706496342285,Charged Off
2081,36 months,9.320763650191992,16.163757630041278,F,5-10 years,OTHER,82712,small_business,14.771011461037467,Charged Off
30305,60 months,17.39175909795659,439.2143828863121,C,1-3 years,OWN,41473,small_business,5.769473183530516,Fully Paid
17896,60 months,18.004021847963067,268.49997915928924,C,< 1 year,MORTGAGE,87567,credit_card,13.918087903646727,Fully Paid
8805,36 months,8.040497062572962,58.99714719662911,C,1-3 years,OWN,126818,car,7.37455761067724,Charged Off
6237,36 months,6.226992542213363,32.364793738153956,F,1-3 years,RENT,145849,credit_card,27.44526449554964,Charged Off
21056,60 months,20.615231721368797,361.7285992709512,D,< 1 year,OTHER,127399,credit_card,10.062204404890409,Fully Paid
4343,36 months,14.196008475386403,51.37772067383596,E,< 1 year,OWN,144421,car,28.567920436001167,Fully Paid
14500,60 months,6.163275910109515,74.47291724715664,E,10+ years,OTHER,99823,debt_consolidation,15.991658702841336,Fully Paid
30375,36 months,24.897326343395342,630.2135730671946,B,10+ years,MORTGAGE,124215,small_business,18.94633136028481,Fully Paid
10662,36 months,6.155611219927333,54.69260568905435,E,< 1 year,MORTGAGE,129999,credit_card,16.28821333467983,Fully Paid
17964,60 months,18.900704577171062,282.9435475202508,E,3-5 years,RENT,52230,car,3.8814185090010267,Fully Paid
9130,36 months,24.67357850526827,187.7248097942494,C,10+ years,MORTGAGE,104573,home_improvement,11.27463657023823,Fully Paid
20531,60 months,9.783602084318513,167.38927866095284,C,3-5 years,OWN,112588,credit_card,2.974383368328718,Fully Paid
2679,36 months,7.8449873737439235,17.513934311883308,F,< 1 year,MORTGAGE,88876,small_business,18.68862132550145,Fully Paid
4506,60 months,7.427698788448578,27.89100895062441,B,10+ years,RENT,60644,debt_consolidation,13.406225856013167,Fully Paid
14284,60 months,11.065502951351911,131.71637013092558,A,1-3 years,OTHER,68664,credit_card,23.339549147128103,Charged Off
8253,36 months,7.020916220212934,48.28635130451445,G,< 1 year,OTHER,65203,credit_card,6.614114429981095,Charged Off
20128,60 months,18.84322683388264,316.0637247603248,B,5-10 years,MORTGAGE,86677,car,4.9369817528800475,Fully Paid
28932,36 months,6.245835962601253,150.5871050583162,B,3-5 years,OWN,45425,home_improvement,12.189966928913034,Fully Paid
10435,36 months,15.188442562995794,132.0761651207176,D,< 1 year,RENT,143246,home_improvement,27.797561496551435,Charged Off
14296,36 months,24.933937077059536,297.04630371136926,F,< 1 year,OWN,104817,debt_consolidation,21.312654450372353,Fully Paid
31445,60 months,21.279405390120377,557.6090854102794,D,10+ years,RENT,127585,small_business,12.56770874378756,Fully Paid
14245,60 months,17.304388764620217,205.41751496001248,B,10+ years,MORTGAGE,105961,debt_consolidation,15.518165092629317,Fully Paid
30124,36 months,11.125072415732234,279.2764012095982,B,10+ years,RENT,120342,credit_card,2.52639033531295,Fully Paid
30899,36 months,17.47791672583277,450.041790759589,B,5-10 years,RENT,145740,credit_card,29.537276891283394,Fully Paid
36247,60 months,15.540829278233034,469.42369904009405,E,10+ years,MORTGAGE,117649,home_improvement,19.992219140847567,Charged Off
30222,36 months,13.521667677807429,340.54320046558007,G,< 1 year,OWN,89806,small_business,8.562122053902675,Fully Paid
27211,36 months,7.61420753480399,172.65850102462616,G,10+ years,MORTGAGE,62814,car,17.57425182645733,Fully Paid
38220,60 months,22.732084304809334,724.0168851081772,D,1-3 years,RENT,90219,small_business,3.284470982069819,Charged Off
27646,36 months,13.99569297642645,322.43744002190476,B,10+ years,MORTGAGE,69646,credit_card,28.975100064227508,Fully Paid
39649,60 months,8.892450236415302,293.8139661863586,G,5-10 years,RENT,59884,car,5.243549636500978,Fully Paid
24049,36 months,12.355187017545791,247.60824382079898,C,1-3 years,MORTGAGE,115345,small_business,19.440909541656424,Fully Paid
15069,60 months,13.282595050578541,166.79618734764003,G,< 1 year,OTHER,146062,small_business,7.363633876167913,Fully Paid
33580,36 months,21.550757911337485,603.0620422189273,F,< 1 year,OTHER,120088,car,21.526841479456074,Fully Paid
32843,36 months,19.672287611228043,538.4141183463022,F,3-5 years,MORTGAGE,138198,credit_card,23.304641017208432,Fully Paid
3849,60 months,20.386097872826795,65.38840892709194,G,1-3 years,OWN,89322,small_business,20.202591867342978,Fully Paid
24289,36 months,5.220625288572944,105.66980636179021,C,3-5 years,RENT,41650,car,18.434983807655776,Fully Paid
36257,60 months,13.32307996359523,402.54575853339355,F,1-3 years,OTHER,114242,credit_card,26.77407281856035,Fully Paid
10823,36 months,14.626883032706473,131.92229588581844,E,1-3 years,OWN,29190,car,2.3588013296927413,Fully Paid
10540,60 months,5.383845536461134,47.288109961916966,G,5-10 years,RENT,58196,car,9.927442973405856,Fully Paid
17364,60 months,10.196264174900683,147.5399426108129,E,3-5 years,OTHER,59449,small_business,7.448624388925379,Fully Paid
5611,60 months,20.2057964624427,94.47893662563831,G,5-10 years,OTHER,59661,credit_card,29.640418861962647,Fully Paid
28663,60 months,7.742194114579981,184.9287582551717,A,1-3 years,MORTGAGE,49709,small_business,11.681693390006204,Charged Off
39646,36 months,15.706202629051834,518.9067578594909,A,< 1 year,RENT,130965,debt_consolidation,21.978380977211962,Fully Paid
31977,36 months,9.30403744034475,247.92933769158674,A,1-3 years,OWN,100428,debt_consolidation,20.541754916430136,Fully Paid
30168,60 months,5.242415492877866,131.79432549094955,F,5-10 years,OWN,95179,credit_card,6.362437124321332,Charged Off
26471,60 months,9.82402915199083,216.70989640195774,E,3-5 years,OWN,29943,car,7.169930406346539,Fully Paid
23687,60 months,24.517475098201075,483.9545272092407,E,3-5 years,RENT,63240,small_business,8.438536906591024,Fully Paid
1851,36 months,21.03074223765979,32.43991990159023,E,5-10 years,OWN,65760,small_business,12.333818347781376,Charged Off
19071,36 months,24.191532886420667,384.4639363974404,C,3-5 years,OWN,41042,credit_card,7.029751969515804,Charged Off
7833,36 months,14.75708087852725,96.32684543458662,E,10+ years,OWN,141770,credit_card,0.5895444824054341,Fully Paid
12938,36 months,7.1947239735500705,77.57111564149236,C,< 1 year,MORTGAGE,63894,debt_consolidation,26.381791704215864,Fully Paid
36195,60 months,15.95918977947386,481.3690617233803,A,< 1 year,MORTGAGE,26869,home_improvement,28.96829494142652,Fully Paid
27144,60 months,14.087546691199218,318.66030615492633,A,< 1 year,RENT,81078,credit_card,10.247111610947039,Charged Off
5000,60 months,21.88714165479232,91.19642356163466,F,3-5 years,RENT,76759,home_improvement,10.155206382764186,Fully Paid
6052,36 months,6.961651615684891,35.109929648437465,G,3-5 years,OWN,125973,credit_card,0.2127543832311296,Fully Paid
36506,36 months,14.764822740435564,449.1705158019506,A,1-3 years,MORTGAGE,64306,car,20.40752064991122,Charged Off
29074,36 months,8.000973293879685,193.85024795521497,G,1-3 years,OTHER,128369,car,24.763196872458863,Fully Paid
39155,60 months,11.493518537801199,375.02393195633834,G,< 1 year,OTHER,75371,debt_consolidation,4.398249010800095,Charged Off
33320,60 months,19.747141547755994,548.3122969760248,F,10+ years,OWN,40918,debt_consolidation,4.789990481014522,Fully Paid
39304,36 months,14.520362587375331,475.5902759451667,B,1-3 years,OWN,48379,home_improvement,23.70249749914313,Fully Paid
4913,60 months,12.517765702915387,51.24981908201942,B,1-3 years,MORTGAGE,140667,credit_card,18.48872245062434,Fully Paid
18450,36 months,12.889525571400707,198.17645566028588,D,3-5 years,MORTGAGE,128475,small_business,1.3458167288315104,Charged Off
25107,36 months,14.188935368119733,296.86800023948507,F,10+ years,MORTGAGE,110810,debt_consolidation,18.676409713868452,Fully Paid
21764,60 months,20.700330876741138,375.43500100116177,D,< 1 year,RENT,103232,small_business,9.267531685312981,Fully Paid
21491,36 months,22.84169377880469,409.0757008335763,D,1-3 years,RENT,22962,small_business,11.061754664125377,Fully Paid
39494,60 months,24.106693730078565,793.3914684797691,B,10+ years,OWN,33851,credit_card,23.091942548906406,Charged Off
4373,36 months,20.7380677251059,75.57297513490674,F,10+ years,RENT,137626,home_improvement,24.328055780178317,Charged Off
13161,60 months,11.308137914960255,124.02200258232659,B,< 1 year,MORTGAGE,65747,credit_card,12.01069880519492,Fully Paid
32996,60 months,18.762694121730842,515.911546033859,D,10+ years,MORTGAGE,145180,debt_consolidation,28.414588080190644,Fully Paid
28122,60 months,13.752062481107838,322.2795842447622,F,10+ years,RENT,72349,small_business,12.193881538562167,Charged Off
35850,36 months,10.093412440921023,301.5406966725156,D,10+ years,OTHER,90832,credit_card,23.1550810569033,Fully Paid
28350,36 months,21.817431588518453,515.4368212787484,E,1-3 years,OWN,76356,credit_card,14.516317936927772,Fully Paid
28472,60 months,5.7685269792465,136.8679167942553,G,< 1 year,OTHER,34745,credit_card,26.92596979566252,Fully Paid
29761,60 months,23.03523984270847,571.2931441323723,F,10+ years,OWN,25730,debt_consolidation,27.23283730950536,Charged Off
26351,36 months,14.229549292494683,312.4690445054395,F,10+ years,OTHER,33921,home_improvement,2.6225042361325155,Fully Paid
24132,36 months,17.74402953616561,356.8324339722904,G,1-3 years,RENT,118430,credit_card,28.09479993930677,Fully Paid
16305,36 months,18.187078444115656,247.1169283594215,D,< 1 year,OWN,91138,debt_consolidation,24.76604524561247,Fully Paid
10817,60 months,22.902354814130728,206.4456433537101,E,3-5 years,OWN,103111,small_business,23.739321429380006,Fully Paid
12261,36 months,17.733393643344147,181.19094955086882,C,1-3 years,OWN,39023,car,6.027340190565673,Fully Paid
1417,36 months,17.278671695201236,20.403231493416794,G,< 1 year,MORTGAGE,65349,debt_consolidation,24.153576262639948,Fully Paid
21358,60 months,6.333040811213799,112.71757137158693,B,10+ years,MORTGAGE,146796,car,25.503982040551104,Fully Paid
4267,36 months,15.36816043890408,54.646617160669756,D,< 1 year,OTHER,101533,credit_card,8.674510033624529,Fully Paid
18209,36 months,8.003380016340833,121.4446222646252,G,< 1 year,RENT,103286,credit_card,28.567802350869712,Fully Paid
25052,36 months,19.748675374429713,412.2865129001777,G,< 1 year,MORTGAGE,61979,debt_consolidation,1.4958043919749275,Charged Off
39513,60 months,15.24443841625349,501.96124595118675,F,3-5 years,OWN,42837,car,4.49727759741419,Charged Off
27092,60 months,18.604555584167066,420.02884990521176,B,< 1 year,MORTGAGE,34997,credit_card,16.12743414154543,Charged Off
12338,60 months,5.833458012047686,59.97767079387029,B,3-5 years,RENT,124975,small_business,17.273774133669292,Fully Paid
1412,60 months,6.695840320916064,7.878772110944568,B,10+ years,MORTGAGE,108603,home_improvement,19.354502499027102,Fully Paid
8543,60 months,19.326467761253646,137.58834507032492,G,3-5 years,OWN,65039,home_improvement,0.5090738794639937,Fully Paid
34496,60 months,6.441686719973467,185.17702091017063,C,10+ years,OTHER,147394,credit_card,28.811003238663908,Charged Off
24548,60 months,6.425134555305172,131.4368358863595,A,10+ years,OWN,40923,car,1.3376427820243197,Charged Off
28384,36 months,5.242169504697749,123.99478268445075,D,3-5 years,RENT,28876,credit_card,4.291858581702072,Charged Off
39756,36 months,24.1300279659896,799.4278265132356,A,1-3 years,OTHER,80973,car,0.4204355257817094,Fully Paid
19888,60 months,19.75016718918014,327.32610421534554,G,5-10 years,MORTGAGE,22887,small_business,17.005752998822842,Fully Paid
36735,36 months,12.065028170041284,369.34067485538884,A,< 1 year,MORTGAGE,83723,car,27.968006517629167,Fully Paid
18506,36 months,10.930711625753105,168.56979112182248,G,5-10 years,MORTGAGE,62422,credit_card,19.978414982413927,Fully Paid
21463,60 months,11.994064594916992,214.52384033391948,A,< 1 year,OTHER,122390,small_business,24.67972405441282,Fully Paid
18955,36 months,20.493070623623638,323.70512805898835,B,< 1 year,OWN,71413,debt_consolidation,0.39843610375740246,Charged Off
38841,36 months,18.227412221408287,589.9757650764327,E,10+ years,OTHER,122484,home_improvement,16.260458954391783,Fully Paid
6104,36 months,8.703911357349359,44.273895771050405,B,< 1 year,OTHER,22841,credit_card,13.786889325165657,Fully Paid
35911,36 months,8.482186706681688,253.83650568637177,B,< 1 year,RENT,144647,credit_card,14.969038326623792,Fully Paid
24190,36 months,6.967912994267946,140.46151277611804,F,3-5 years,OTHER,48756,credit_card,2.1663955600556384,Charged Off
8357,60 months,18.206054394026765,126.78999714240139,F,5-10 years,MORTGAGE,91576,small_business,20.533060832079222,Fully Paid
33479,60 months,20.28745324443472,566.0030393086917,A,3-5 years,OWN,138248,debt_consolidation,15.096612445759034,Fully Paid
37208,60 months,10.30092856650008,319.3974584186125,G,< 1 year,OWN,30304,car,22.95446549583792,Charged Off
21150,36 months,5.418899220618256,95.50809876339675,B,10+ years,OWN,50341,debt_consolidation,14.558719021851461,Fully Paid
6644,60 months,6.6434333495285465,36.782475978556384,A,3-5 years,MORTGAGE,24758,small_business,4.481449086792963,Fully Paid
3914,36 months,24.35720069690061,79.44506960639082,F,3-5 years,MORTGAGE,37010,credit_card,19.44770862233466,Fully Paid
